1,7,17,20,22,30,65,69,113,114,115,120,123,128,132,139,140,149,165,179,180,187,218,219,240,256,259,270,276,281,291,323,351,365,374,393,414,426,427,436,466,474,493,517,528,546,563,565,580,584,592,622,642,653,667,670,688,689,693,721,726,770,781,788,794,797,800,808,820,846,927,992,993,996,1008,1015,1017,1022,1039,1068,1084,1101,1122,1123,1172,1176,1193,1196,1205,1219,1221,1222,1227,1236,1249,1259,1267,1271,1277,1281,1282,1302,1312,1329,1332,1341,1347,1357,CLASSE
10.0,10.0,10.0,10.0,10.0,37.0,10.0,10.0,787.0,14.0,165.0,10.0,50.0,17.0,88.0,10.0,10.0,10.0,10.0,354.0,112.0,73.0,10.0,10.0,10.0,10.0,10.0,228.0,11.0,10.0,10.0,10.0,10.0,39.0,10.0,10.0,127.0,10.0,10.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,73.0,10.0,10.0,10.0,10.0,34.0,65.0,87.0,10.0,19.0,10.0,10.0,10.0,167.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,56.0,10.0,41.0,10.0,10.0,148.0,74.0,10.0,10.0,10.0,10.0,10.0,10.0,43.0,10.0,31.0,186.0,10.0,73.0,31.0,10.0,10.0,10.0,10
482.0,38.0,10.0,10.0,10.0,31.0,10.0,214.0,31.0,10.0,40.0,10.0,23.0,10.0,21.0,10.0,29.0,30.0,10.0,12.0,382.0,159.0,10.0,10.0,52.0,190.0,65.0,1023.0,10.0,10.0,10.0,76.0,19.0,23.0,10.0,10.0,10.0,10.0,10.0,10.0,229.0,10.0,4981.0,10.0,10.0,10.0,220.0,10.0,10.0,140.0,10.0,748.0,10.0,10.0,10.0,240.0,10.0,10.0,400.0,554.0,391.0,10.0,6922.0,10.0,101.0,379.0,10.0,9529.0,40.0,10.0,10.0,10.0,826.0,132.0,10.0,64.0,10.0,46.0,246.0,10.0,10.0,10.0,47.0,43.0,68.0,336.0,263.0,98.0,32.0,64.0,122.0,67.0,10.0,53.0,25.0,10.0,10.0,10.0,84.0,10.0,10.0,157.0,159.0,115.0,153.0,10.0,273.0,81.0,5
91.0,256.0,10.0,60.0,31.0,14.0,10.0,890.0,51.0,10.0,10.0,10.0,19.0,2042.0,259.0,13.0,10.0,89.0,27.0,10.0,10.0,10.0,12.0,43.0,10.0,10.0,19.0,55.0,10.0,96.0,10.0,10.0,334.0,890.0,10.0,10.0,237.0,10.0,52.0,61.0,23.0,10.0,397.0,10.0,10.0,57.0,10.0,10.0,49.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,113.0,10.0,10.0,45.0,30.0,10.0,45.0,10.0,10.0,66.0,31.0,10.0,32.0,10.0,10.0,40.0,10.0,33.0,38.0,16.0,1221.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,48.0,10.0,10.0,52.0,10.0,35.0,14.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,12.0,10.0,46.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,4
145.0,434.0,464.0,40.0,238.0,116.0,10.0,1497.0,134.0,10.0,12.0,10.0,54.0,37.0,46.0,10.0,10.0,58.0,678.0,10.0,10.0,43.0,163.0,10.0,114.0,49.0,17.0,10.0,162.0,17.0,10.0,10.0,2667.0,75.0,10.0,67.0,676.0,10.0,63.0,1579.0,10.0,636.0,10.0,10.0,10.0,71.0,30.0,10.0,10.0,27.0,100.0,10.0,10.0,149.0,10.0,10.0,10.0,244.0,10.0,10.0,24.0,10.0,10.0,10.0,10.0,257.0,11.0,10.0,10.0,10.0,10.0,160.0,10.0,63.0,313.0,10.0,156.0,38.0,306.0,21.0,153.0,10.0,10.0,10.0,913.0,10.0,10.0,180.0,12.0,127.0,80.0,24.0,10.0,10.0,10.0,10.0,10.0,274.0,10.0,125.0,33.0,94.0,10.0,340.0,38.0,180.0,10.0,10.0,8
313.0,697.0,1335.0,10.0,10.0,65.0,10.0,786.0,1660.0,153.0,10.0,10.0,16000.0,10.0,5277.0,10.0,10.0,10.0,10.0,518.0,177.0,48.0,175.0,167.0,376.0,182.0,10.0,90.0,2456.0,10.0,10.0,10.0,10.0,207.0,10.0,207.0,91.0,16000.0,561.0,93.0,10.0,90.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,379.0,381.0,10.0,427.0,10.0,75.0,10.0,4837.0,10.0,13.0,10.0,10.0,27.0,10.0,10.0,10.0,262.0,10.0,10.0,10.0,252.0,283.0,496.0,59.0,42.0,10.0,10.0,10.0,58.0,10.0,65.0,10.0,10.0,10.0,10.0,3640.0,516.0,87.0,337.0,441.0,362.0,10.0,126.0,10.0,319.0,89.0,10.0,10.0,289.0,19.0,10.0,20.0,284.0,32.0,841.0,20.0,295.0,121.0,1233.0,2
10.0,10.0,10.0,22.0,10.0,19.0,10.0,154.0,14.0,10.0,77.0,10.0,86.0,12.0,10.0,45.0,10.0,10.0,235.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,82.0,152.0,60.0,13.0,10.0,10.0,858.0,10.0,10.0,23.0,163.0,10.0,57.0,10.0,32.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0,13.0,10.0,10.0,10.0,147.0,10.0,10.0,27.0,96.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,21.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,44.0,10.0,10.0,17.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,10.0,10.0,43.0,3
183.0,180.0,10.0,56.0,43.0,10.0,10.0,653.0,10.0,10.0,96.0,10.0,10.0,14.0,10.0,47.0,76.0,10.0,112.0,18.0,174.0,73.0,117.0,10.0,62.0,26.0,316.0,166.0,10.0,10.0,10.0,10.0,934.0,39.0,10.0,10.0,88.0,13.0,71.0,10.0,26.0,10.0,1027.0,34.0,10.0,10.0,39.0,46.0,10.0,140.0,11.0,10.0,10.0,10.0,10.0,96.0,71.0,101.0,120.0,10.0,72.0,10.0,384.0,10.0,10.0,311.0,10.0,10.0,10.0,10.0,254.0,10.0,207.0,78.0,10.0,24.0,10.0,95.0,167.0,14.0,10.0,107.0,109.0,10.0,27.0,311.0,35.0,58.0,84.0,41.0,53.0,837.0,10.0,28.0,10.0,207.0,87.0,335.0,10.0,97.0,30.0,114.0,10.0,167.0,56.0,33.0,177.0,40.0,6
10.0,10.0,10.0,10.0,17.0,18.0,10.0,335.0,10.0,10.0,20.0,10.0,13.0,10.0,33.0,10.0,10.0,10.0,40.0,10.0,570.0,666.0,10.0,10.0,10.0,43.0,142.0,2535.0,10.0,10.0,10.0,24.0,10.0,23.0,10.0,10.0,10.0,10.0,10.0,10.0,296.0,20.0,10.0,10.0,10.0,10.0,107.0,24.0,10.0,10.0,59.0,10.0,18.0,10.0,16.0,319.0,10.0,10.0,35.0,125.0,157.0,10.0,7974.0,10.0,10.0,10.0,10.0,3547.0,10.0,10.0,10.0,33.0,615.0,10.0,10.0,10.0,10.0,10.0,10.0,38.0,10.0,10.0,10.0,10.0,52.0,71.0,23.0,124.0,10.0,278.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,235.0,24.0,61.0,58.0,10.0,180.0,54.0,5
655.0,26.0,10.0,10.0,10.0,16.0,11.0,917.0,49.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,88.0,31.0,10.0,2447.0,674.0,10.0,10.0,10.0,10.0,66.0,4265.0,14.0,10.0,32.0,10.0,10.0,41.0,46.0,10.0,59.0,12.0,10.0,10.0,547.0,10.0,10.0,10.0,88.0,10.0,65.0,10.0,10.0,32.0,10.0,10.0,10.0,10.0,159.0,302.0,110.0,10.0,1040.0,166.0,291.0,10.0,3490.0,10.0,10.0,10.0,10.0,3747.0,10.0,10.0,10.0,10.0,303.0,127.0,10.0,61.0,10.0,27.0,10.0,31.0,10.0,10.0,455.0,126.0,157.0,208.0,60.0,77.0,10.0,120.0,10.0,159.0,10.0,60.0,76.0,10.0,10.0,10.0,45.0,10.0,43.0,77.0,102.0,63.0,81.0,10.0,10.0,10.0,5
444.0,6031.0,2046.0,10.0,10.0,18.0,10.0,159.0,845.0,91.0,10.0,10.0,16000.0,10.0,1045.0,10.0,10.0,10.0,10.0,91.0,63.0,10.0,42.0,324.0,90.0,120.0,10.0,78.0,2290.0,10.0,10.0,10.0,243.0,111.0,10.0,71.0,138.0,16000.0,155.0,10.0,10.0,31.0,10.0,10.0,10.0,10.0,10.0,10.0,62.0,342.0,83.0,69.0,204.0,10.0,265.0,35.0,4582.0,52.0,10.0,219.0,91.0,135.0,10.0,10.0,10.0,296.0,10.0,10.0,10.0,389.0,751.0,10.0,10.0,158.0,449.0,10.0,10.0,10.0,10.0,96.0,295.0,10.0,10.0,99.0,3422.0,845.0,351.0,181.0,718.0,81.0,39.0,377.0,10.0,498.0,162.0,10.0,10.0,654.0,63.0,23.0,23.0,232.0,45.0,823.0,10.0,396.0,127.0,1837.0,2
10.0,69.0,10.0,10.0,10.0,357.0,10.0,114.0,115.0,10.0,133.0,158.0,66.0,55.0,10.0,10.0,444.0,10.0,10.0,10.0,10.0,10.0,74.0,145.0,110.0,10.0,10.0,145.0,237.0,10.0,121.0,1370.0,10.0,73.0,1029.0,10.0,15.0,10.0,84.0,10.0,109.0,161.0,10.0,10.0,10.0,10.0,10.0,113.0,10.0,2441.0,1476.0,1005.0,464.0,1795.0,10.0,4133.0,10.0,10.0,10.0,972.0,1358.0,301.0,10.0,2561.0,10.0,832.0,10.0,10.0,1068.0,93.0,16000.0,10.0,10.0,10.0,10.0,1470.0,10.0,1234.0,547.0,265.0,1402.0,1883.0,10.0,72.0,46.0,10514.0,1861.0,6844.0,1778.0,530.0,2547.0,5754.0,852.0,2917.0,1013.0,10.0,10.0,646.0,2888.0,2826.0,7337.0,1222.0,123.0,9615.0,4941.0,92.0,1987.0,219.0,14
244.0,2645.0,92.0,10.0,18.0,10.0,10.0,189.0,45.0,10.0,10.0,10.0,33.0,10.0,100.0,10.0,10.0,107.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,15.0,18.0,18.0,10.0,10.0,10.0,10.0,1702.0,13.0,20.0,10.0,34.0,10.0,36.0,30.0,10.0,37.0,446.0,10.0,53.0,10.0,10.0,10.0,10.0,10.0,16.0,10.0,10.0,507.0,10.0,10.0,13.0,10.0,10.0,10.0,10.0,35.0,31.0,368.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,147.0,16.0,10.0,10.0,10.0,10.0,10.0,10.0,58.0,10.0,18.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,44.0,73.0,32.0,10.0,10.0,10.0,10.0,10.0,38.0,27.0,10.0,10.0,524.0,53.0,102.0,25.0,288.0,10.0,10.0,12
10.0,10.0,10.0,182.0,108.0,3108.0,10.0,2690.0,105.0,10.0,202.0,10.0,33.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,43.0,927.0,10.0,10.0,10.0,30.0,274.0,483.0,10.0,228.0,36.0,10.0,33.0,273.0,10.0,193.0,10.0,1641.0,10.0,10.0,241.0,10.0,10.0,58.0,22.0,290.0,10.0,10.0,105.0,715.0,10.0,10.0,120.0,80.0,875.0,141.0,74.0,11.0,250.0,10.0,10.0,68.0,648.0,10.0,107.0,74.0,10.0,145.0,453.0,2558.0,10.0,10.0,26.0,10.0,28.0,17.0,178.0,10.0,132.0,10.0,308.0,12.0,10.0,10.0,1003.0,245.0,1068.0,107.0,4692.0,270.0,598.0,202.0,635.0,260.0,74.0,37.0,10.0,1642.0,134.0,961.0,1605.0,10.0,1654.0,130.0,10.0,154.0,10.0,14
10.0,10.0,10.0,10.0,10.0,75.0,10.0,10.0,201.0,93.0,55.0,10.0,10.0,49.0,10.0,285.0,819.0,10.0,364.0,10.0,4516.0,981.0,39.0,10.0,10.0,10.0,81.0,2702.0,10.0,10.0,200.0,88.0,10.0,37.0,190.0,10.0,104.0,45.0,10.0,10.0,2482.0,10.0,10.0,32.0,24.0,10.0,568.0,10.0,10.0,264.0,10.0,10.0,49.0,403.0,125.0,1690.0,140.0,10.0,920.0,542.0,1973.0,10.0,387.0,10.0,10.0,185.0,25.0,4463.0,594.0,472.0,43.0,10.0,10.0,114.0,10.0,10.0,10.0,549.0,10.0,10.0,291.0,97.0,1246.0,10.0,10.0,618.0,23.0,212.0,10.0,10.0,1003.0,10.0,441.0,100.0,1193.0,10.0,10.0,10.0,111.0,906.0,24.0,106.0,37.0,214.0,13.0,10.0,10.0,120.0,9
72.0,352.0,10.0,79.0,10.0,69.0,12.0,639.0,114.0,10.0,27.0,10.0,50.0,10.0,10.0,10.0,10.0,48.0,23.0,10.0,10.0,10.0,10.0,42.0,10.0,33.0,10.0,225.0,20.0,12.0,10.0,10.0,10.0,15.0,115.0,13.0,126.0,10.0,10.0,10.0,10.0,10.0,409.0,10.0,10.0,10.0,10.0,56.0,10.0,10.0,274.0,10.0,10.0,326.0,10.0,10.0,10.0,45.0,10.0,10.0,10.0,10.0,101.0,10.0,10.0,221.0,10.0,10.0,10.0,272.0,55.0,10.0,23.0,27.0,10.0,10.0,10.0,10.0,141.0,10.0,168.0,12.0,10.0,10.0,39.0,10.0,10.0,437.0,589.0,10.0,10.0,304.0,10.0,37.0,10.0,45.0,29.0,216.0,87.0,10.0,10.0,46.0,10.0,265.0,24.0,10.0,10.0,10.0,10
10.0,14.0,186.0,204.0,81.0,31.0,10.0,7159.0,1347.0,10.0,36.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,76.0,42.0,15.0,10.0,35.0,10.0,10.0,10.0,253.0,10.0,13.0,14.0,10.0,1929.0,26.0,10.0,10.0,41.0,10.0,10.0,10.0,54.0,10.0,5503.0,10.0,261.0,10.0,10.0,40.0,58.0,10.0,53.0,10.0,10.0,154.0,10.0,30.0,10.0,10.0,10.0,10.0,10.0,272.0,155.0,10.0,10.0,174.0,10.0,10.0,10.0,264.0,279.0,10.0,10.0,10.0,10.0,25.0,10.0,10.0,10.0,43.0,456.0,10.0,67.0,250.0,56.0,558.0,10.0,21.0,638.0,84.0,88.0,218.0,10.0,24.0,13.0,10.0,79.0,10.0,23.0,10.0,10.0,70.0,10.0,33.0,81.0,10.0,10.0,47.0,13
56.0,136.0,158.0,10.0,11.0,29.0,10.0,495.0,44.0,10.0,25.0,10.0,23.0,10.0,10.0,32.0,45.0,131.0,10.0,10.0,10.0,10.0,10.0,31.0,10.0,10.0,290.0,39.0,10.0,10.0,10.0,10.0,195.0,10.0,10.0,61.0,15.0,10.0,21.0,10.0,10.0,10.0,387.0,10.0,10.0,47.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,55.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,44.0,10.0,10.0,10.0,10.0,29.0,171.0,35.0,10.0,10.0,10.0,38.0,10.0,10.0,10.0,51.0,30.0,10.0,10.0,10.0,13.0,31.0,49.0,10.0,13.0,1
80.0,37.0,10.0,10.0,10.0,67.0,10.0,86.0,10.0,14.0,33.0,10.0,87.0,18.0,10.0,10.0,10.0,10.0,16.0,10.0,62.0,10.0,10.0,10.0,10.0,10.0,30.0,46.0,10.0,10.0,10.0,10.0,10.0,24.0,10.0,10.0,43.0,10.0,10.0,10.0,10.0,10.0,1164.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,19.0,10.0,18.0,10.0,28.0,10.0,10.0,38.0,10.0,10.0,10.0,25.0,10.0,10.0,10.0,10.0,71.0,10.0,10.0,10.0,10.0,217.0,25.0,10.0,10.0,12.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,29.0,10.0,10.0,10.0,10.0,10.0,1
10.0,10.0,10.0,153.0,10.0,39.0,10.0,10.0,10.0,10.0,10.0,10.0,36.0,24.0,10.0,10.0,10.0,114.0,10.0,10.0,69.0,10.0,10.0,55.0,96.0,10.0,143.0,156.0,10.0,10.0,10.0,10.0,10.0,56.0,17.0,10.0,89.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,84.0,10.0,71.0,10.0,36.0,10.0,10.0,113.0,34.0,10.0,37.0,14.0,10.0,10.0,10.0,10.0,10.0,14.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,35.0,15.0,53.0,10.0,25.0,10.0,10.0,10.0,44.0,10.0,10.0,10.0,10.0,10.0,85.0,10.0,10.0,44.0,10.0,10.0,53.0,32.0,10.0,10.0,10.0,10.0,10.0,10.0,17.0,10.0,14.0,27.0,10.0,10.0,27.0,10.0,10.0,14.0,1
10.0,10.0,10.0,74.0,10.0,96.0,10.0,10.0,10.0,10.0,92.0,10.0,10.0,10.0,10.0,193.0,864.0,10.0,984.0,10.0,10.0,10.0,53.0,10.0,55.0,175.0,28.0,4920.0,11.0,10.0,265.0,10.0,10.0,120.0,281.0,10.0,15911.0,23.0,91.0,67.0,2433.0,10.0,760.0,632.0,10.0,10.0,43.0,10.0,10.0,10.0,10.0,10.0,10.0,803.0,35.0,1257.0,10.0,10.0,10.0,159.0,1168.0,92.0,721.0,10.0,10.0,10.0,27.0,10.0,117.0,10.0,16.0,10.0,10.0,11.0,10.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,69.0,3400.0,10.0,10.0,10.0,118.0,89.0,10.0,61.0,10.0,10.0,10.0,122.0,10.0,10.0,52.0,441.0,56.0,36.0,10.0,10.0,69.0,9
10.0,10.0,10.0,10.0,10.0,34.0,10.0,45.0,10.0,10.0,53.0,10.0,10.0,10.0,10.0,10.0,10.0,319.0,10.0,10.0,159.0,75.0,10.0,10.0,10.0,10.0,10.0,1387.0,10.0,10.0,187.0,10.0,10.0,77.0,715.0,10.0,121.0,10.0,224.0,10.0,2483.0,10.0,3107.0,10.0,10.0,10.0,10.0,10.0,49.0,78.0,10.0,10.0,10.0,760.0,10.0,426.0,10.0,10.0,232.0,186.0,1700.0,10.0,1299.0,10.0,10.0,10.0,32.0,10.0,77.0,561.0,178.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,65.0,10.0,41.0,36.0,10.0,57.0,10.0,25.0,30.0,37.0,10.0,10.0,333.0,10.0,10.0,10.0,22.0,10.0,10.0,738.0,10.0,15.0,41.0,31.0,10.0,10.0,9
